Region code;Region name (sourced);Item code;Item name (sourced);Unit;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
VE11 approx.;Barinas;1554;Total population;total / number;;624508;;;;;;;;;;816264;;;;;
AR08 approx.;Buenos Aires;1554;Total population;total / number;;13827203;;;;;;;;;;;;;;;
AR09 approx.;Buenos Aires;1554;Total population;total / number;;13827203;;;;;;;;;;;;;;;
AR02 approx.;Córdoba;1554;Total population;total / number;;3066801;;;;;;;;;;;;;;;
AR13 approx.;Corrientes;1554;Total population;total / number;;930991;;;;;;;;;;;;;;;
AR11 approx.;Chaco;1554;Total population;total / number;;984446;;;;;;;;;;;;;;;
AR03 approx.;Mendoza;1554;Total population;total / number;;1579651;;;;;;;;;;;;;;;
AR14 approx.;Misiones;1554;Total population;total / number;;965522;;;;;;;;;;;;;;;
AR04 approx.;Salta;1554;Total population;total / number;;1079051;;;;;;;;;;;;;;;
AR06 approx.;San Juan;1554;Total population;total / number;;620023;;;;;;;;;;;;;;;
AR05 approx.;Santa Fe;1554;Total population;total / number;;3000701;;;;;;;;;;;;;;;
AR07 approx.;Santa Fe;1554;Total population;total / number;;3000701;;;;;;;;;;;;;;;
AR12 approx.;Sgo del Estero;1554;Total population;total / number;;804457;;;;;;;;;;;;;;;
AR10 approx.;Tucuman;1554;Total population;total / number;;1338523;;;;;;;;;;;;;;;
AR08;Gran La Plata;1554;Total population;total / number;;694253;;;;;;;;;;;;;;;
AR09;Mar del Plata;1554;Total population;total / number;;541733;;;;;;;;;;;;;;;
AR02;Gran Cordoba;1554;Total population;total / number;;1368301;;;;;;;;;;;;;;;
AR13;Gran Corrientes;1554;Total population;total / number;;316782;;;;;;;;;;;;;;;
AR11;Gran Resistencia;1554;Total population;total / number;;359590;;;;;;;;;;;;;;;
AR03;Gran Mendoza;1554;Total population;total / number;;848660;;;;;;;;;;;;;;;
AR14;Gran Posadas;1554;Total population;total / number;;279961;;;;;;;;;;;;;;;
AR04;Gran Salta;1554;Total population;total / number;;468583;;;;;;;;;;;;;;;
AR06;Gran San Juan;1554;Total population;total / number;;421640;;;;;;;;;;;;;;;
AR05;Gran Santa Fe;1554;Total population;total / number;;454238;;;;;;;;;;;;;;;
AR07;Gran Rosario;1554;Total population;total / number;;1161188;;;;;;;;;;;;;;;
AR12;Santiago del Estero - La Banda;1554;Total population;total / number;;327974;;;;;;;;;;;;;;;
AR10;Gran San Miguel de Tucum?n ;1554;Total population;total / number;;738479;;;;;;;;;;;;;;;
